Id,SalePrice
1461,106887.863842
1462,158072.547697
1463,168153.525954
1464,187883.11549
1465,219112.480346
1466,182082.13627
1467,176232.965917
1468,175883.245822
1469,209852.295476
1470,101127.641653
1471,208916.04186
1472,118992.338365
1473,106984.656162
1474,164227.298059
1475,145236.403416
1476,330453.245827
1477,268454.68907
1478,297213.512272
1479,288248.384503
1480,385372.372012
1481,301819.414687
1482,235098.356113
1483,190453.328827
1484,196330.476306
1485,187637.67584
1486,214399.852811
1487,310816.379225
1488,269551.477729
1489,204537.692886
1490,203115.500281
1491,211683.220333
1492,97216.5741614
1493,192421.566308
1494,288696.695879
1495,285379.339294
1496,224230.458931
1497,209216.017805
1498,177972.790029
1499,178285.926253
1500,160350.706359
1501,176693.572103
1502,169406.981438
1503,268275.094037
1504,243334.101212
1505,223914.96364
1506,213283.17644
1507,243515.08437
1508,196060.49054
1509,178601.011041
1510,149046.268753
1511,147285.327672
1512,165189.549883
1513,175507.121382
1514,166103.405807
1515,219818.41647
1516,156800.054665
1517,157578.496788
1518,170234.512015
1519,226524.137177
1520,123441.008388
1521,128637.894376
1522,187789.105563
1523,99359.2391704
1524,108080.488754
1525,106216.982185
1526,108851.91516
1527,99508.2202413
1528,146401.90565
1529,140952.127557
1530,187709.358089
1531,116675.355748
1532,77531.1887901
1533,153949.379329
1534,144921.73886
1535,156406.343449
1536,116035.695105
1537,46255.7162817
1538,188834.380736
1539,223004.961697
1540,139733.985017
1541,165107.338048
1542,152655.609458
1543,214756.555979
1544,58444.7731423
1545,115450.718345
1546,139193.187313
1547,123436.66301
1548,138754.449975
1549,113566.753183
1550,132897.982962
1551,125212.083143
1552,138555.72834
1553,140628.964342
1554,135676.199273
1555,157975.973821
1556,98282.0074438
1557,108516.006045
1558,105084.006965
1559,98436.274149
1560,133603.976184
1561,143422.072154
1562,119530.812575
1563,103512.299509
1564,166437.452366
1565,143776.202203
1566,222032.031967
1567,71578.4237707
1568,207041.82121
1569,102223.877509
1570,139138.064685
1571,120853.004194
1572,136357.101181
1573,235753.720187
1574,144320.915271
1575,215606.717168
1576,226928.725726
1577,206456.250261
1578,147805.803856
1579,141438.015506
1580,211745.805813
1581,131483.423584
1582,122257.339017
1583,301109.409652
1584,238178.982287
1585,155795.856596
1586,42278.5575972
1587,98693.8858008
1588,133087.03254
1589,97612.166542
1590,146555.462054
1591,71535.2817571
1592,128010.476804
1593,123751.138956
1594,130941.723769
1595,115915.196371
1596,224133.253572
1597,190163.862862
1598,202532.737982
1599,203754.200818
1600,210355.537402
1601,3203.02562499
1602,123456.290472
1603,65539.1151591
1604,255499.668521
1605,263093.643415
1606,171240.711627
1607,230491.243758
1608,228506.000317
1609,204714.331977
1610,152610.248299
1611,153039.069321
1612,181620.906173
1613,171999.164122
1614,113659.909296
1615,70674.7395631
1616,70674.7395631
1617,87095.9744501
1618,117767.47854
1619,125573.736921
1620,199904.218543
1621,145366.498995
1622,129998.706396
1623,262166.169778
1624,203600.11921
1625,121061.421235
1626,183852.011165
1627,188154.95231
1628,282107.293958
1629,199444.189555
1630,326290.940098
1631,237659.956136
1632,257116.728905
1633,184742.203553
1634,190351.079275
1635,173782.081923
1636,172589.919657
1637,175443.787701
1638,222119.884686
1639,203775.058105
1640,267114.568373
1641,205329.668142
1642,226698.366599
1643,247664.885468
1644,242335.208508
1645,179374.850298
1646,156858.144597
1647,182244.853529
1648,146918.718471
1649,122700.091745
1650,101042.644842
1651,112564.27947
1652,120116.071905
1653,119765.845947
1654,168443.074023
1655,169716.934699
1656,165351.031598
1657,169566.807562
1658,165912.898368
1659,147064.562668
1660,148244.298089
1661,348654.091414
1662,338162.477265
1663,326744.536628
1664,398746.676843
1665,302929.576348
1666,285709.155793
1667,313654.369456
1668,305199.947655
1669,282461.42533
1670,308431.926939
1671,248512.689455
1672,362060.972222
1673,285338.773212
1674,270495.552426
1675,193715.152806
1676,189749.332721
1677,214944.584219
1678,384807.806973
1679,318156.054652
1680,300021.546311
1681,263593.118913
1682,277753.267319
1683,216308.321988
1684,198157.512426
1685,179841.372069
1686,200933.774986
1687,187010.799166
1688,210483.403173
1689,207675.387362
1690,200964.037407
1691,189613.660435
1692,262752.229945
1693,187637.67584
1694,179994.085523
1695,188378.075707
1696,267152.648817
1697,188153.123154
1698,317678.804933
1699,301464.362767
1700,235304.598835
1701,266867.127362
1702,280950.210592
1703,274971.654076
1704,279751.174972
1705,241030.442516
1706,364362.61336
1707,222420.369867
1708,221108.177633
1709,287125.947239
1710,242434.29807
1711,257173.085978
1712,276885.804363
1713,255915.158478
1714,229717.171502
1715,209581.07262
1716,211532.333128
1717,203850.539057
1718,153441.536186
1719,219784.562412
1720,261567.612216
1721,201639.111868
1722,130857.527232
1723,153805.751926
1724,238626.800306
1725,233244.60858
1726,186750.388266
1727,183041.550588
1728,195948.566389
1729,162285.302837
1730,179958.326981
1731,124418.685655
1732,117280.595313
1733,101930.183763
1734,108248.336111
1735,116712.375142
1736,105706.867565
1737,289379.398161
1738,218599.447159
1739,310910.672376
1740,226230.138929
1741,193166.121229
1742,175753.559205
1743,192882.49928
1744,255510.167679
1745,240313.995388
1746,258725.93621
1747,223082.285786
1748,237405.635976
1749,151165.978867
1750,154266.579685
1751,249184.660927
1752,104172.633386
1753,177635.830168
1754,225592.892289
1755,169263.548966
1756,96294.5817819
1757,99642.4257599
1758,144855.672451
1759,167575.549501
1760,164578.12955
1761,153102.907676
1762,171265.312538
1763,188384.110235
1764,105454.277074
1765,206548.373696
1766,177182.043787
1767,201569.889526
1768,122038.723344
1769,192088.372168
1770,135342.878899
1771,126554.0257
1772,141145.268161
1773,106382.89519
1774,190985.977929
1775,133817.399671
1776,122151.143666
1777,85985.2548637
1778,125300.11533
1779,110078.384808
1780,192102.049084
1781,122507.499072
1782,52914.8534023
1783,137419.622995
1784,78069.7559919
1785,106072.889017
1786,164132.806146
1787,186951.496582
1788,-8696.24941121
1789,97854.959399
1790,41129.1683308
1791,249086.189473
1792,165518.884867
1793,153708.409344
1794,156703.481605
1795,138182.994491
1796,126915.601046
1797,142600.936604
1798,114398.788018
1799,83354.8893241
1800,116182.663927
1801,110693.867204
1802,177860.416997
1803,185894.99653
1804,130719.469343
1805,137190.378405
1806,150762.130521
1807,172315.942831
1808,126861.502095
1809,101308.354386
1810,138085.671904
1811,87512.662233
1812,96059.3438835
1813,120914.04745
1814,79557.9122828
1815,1075.47567228
1816,79128.7146855
1817,103195.759554
1818,157864.932219
1819,136955.444824
1820,42256.5669129
1821,141715.317556
1822,180353.12544
1823,12599.8971572
1824,147969.773033
1825,125888.730808
1826,95548.1092285
1827,113502.360299
1828,122923.327465
1829,164235.55855
1830,166102.529857
1831,190399.099518
1832,138055.815837
1833,158395.504979
1834,143494.481562
1835,171684.698764
1836,158637.987582
1837,54215.6295537
1838,133758.840937
1839,72539.2370241
1840,112858.284366
1841,126926.700744
1842,87758.9023738
1843,123654.89219
1844,149527.596238
1845,136465.656078
1846,157804.516987
1847,181147.545742
1848,-8561.39273255
1849,112953.893637
1850,115362.457908
1851,149855.012066
1852,114773.593779
1853,121042.518786
1854,186434.639581
1855,174082.946928
1856,224687.998724
1857,161498.37845
1858,179231.960516
1859,150551.603196
1860,163007.908912
1861,149097.077639
1862,288818.296772
1863,288818.296772
1864,288818.296772
1865,307980.515609
1866,302664.523932
1867,260730.427228
1868,275609.51398
1869,210629.853039
1870,241428.391323
1871,262226.784737
1872,175604.157272
1873,221293.906597
1874,130795.012201
1875,217848.85637
1876,196241.883719
1877,219296.01901
1878,223458.917276
1879,114149.542604
1880,128951.025302
1881,251375.534164
1882,265097.399459
1883,212746.144614
1884,223192.627067
1885,241774.139222
1886,271877.164833
1887,215464.440898
1888,270878.741318
1889,170983.302316
1890,108905.916672
1891,169147.899186
1892,80812.3243313
1893,131235.55017
1894,148108.974868
1895,150420.092512
1896,111289.925979
1897,111362.068428
1898,120471.868329
1899,160155.26818
1900,148250.301431
1901,140051.577702
1902,133704.990361
1903,231120.632106
1904,118814.939564
1905,184877.825024
1906,143050.457292
1907,208776.32073
1908,141764.521017
1909,156623.333916
1910,152865.699222
1911,197680.933048
1912,281576.314356
1913,171311.796034
1914,42632.2141536
1915,256969.939758
1916,6457.37504979
1917,269948.271525
1918,134754.412262
1919,173942.648224
1920,185859.664477
1921,331348.113704
1922,295595.929114
1923,220815.990344
1924,218454.805049
1925,234788.326172
1926,322953.235657
1927,118107.406962
1928,164745.101785
1929,100682.330841
1930,148088.003788
1931,135398.597939
1932,145355.644607
1933,159437.060641
1934,187634.384945
1935,171313.065024
1936,187900.752225
1937,187223.660502
1938,170847.774661
1939,263140.475721
1940,219112.480346
1941,189395.072873
1942,185767.524501
1943,221708.902257
1944,292103.598658
1945,311361.58996
1946,184409.329727
1947,284079.371343
1948,175703.292198
1949,231301.927687
1950,194249.288821
1951,257575.644691
1952,234355.005078
1953,165174.431495
1954,224883.848474
1955,138011.178263
1956,306735.148657
1957,183430.01229
1958,289979.300474
1959,163556.723277
1960,90124.6128286
1961,121523.597735
1962,120116.071905
1963,120330.221444
1964,113282.873394
1965,165343.6783
1966,170809.03712
1967,270457.452474
1968,341623.854189
1969,318772.055078
1970,356449.018927
1971,386961.276756
1972,322430.492536
1973,274083.834481
1974,291241.015732
1975,388240.71676
1976,266866.867264
1977,317415.386387
1978,329395.340479
1979,313771.459559
1980,214371.612147
1981,307954.396168
1982,233699.45456
1983,233699.45456
1984,205615.685629
1985,234011.514774
1986,243376.983509
1987,202879.511259
1988,183034.368041
1989,212435.547597
1990,227920.978213
1991,214944.584219
1992,226071.084699
1993,191973.825104
1994,247350.517061
1995,208000.959948
1996,266616.117494
1997,312023.733131
1998,298170.530001
1999,242392.720796
2000,297223.526981
2001,256999.582177
2002,247329.54759
2003,267865.794582
2004,264413.966475
2005,242749.95104
2006,236911.989971
2007,274687.520404
2008,203406.854573
2009,192691.98231
2010,211709.301015
2011,156649.368155
2012,198690.804041
2013,180181.574779
2014,187735.9698
2015,204426.180415
2016,191132.186771
2017,208266.264323
2018,112391.731636
2019,116158.082748
2020,106829.415981
2021,101607.70509
2022,182196.268683
2023,155965.079599
2024,245524.39707
2025,337123.140678
2026,203126.211539
2027,159555.583572
2028,193634.55525
2029,178683.182001
2030,272380.993131
2031,254323.515364
2032,263633.114114
2033,265778.475019
2034,188734.023624
2035,217031.713712
2036,228686.496401
2037,230011.795109
2038,319641.282722
2039,223534.171344
2040,331690.008002
2041,241884.492827
2042,220943.114472
2043,180363.344409
2044,213783.739877
2045,216458.007643
2046,175076.827132
2047,145249.561382
2048,135469.99563
2049,186206.969523
2050,200144.676793
2051,94787.8616689
2052,135285.223508
2053,134092.057048
2054,57253.8074026
2055,156355.51501
2056,140267.427173
2057,110398.520093
2058,206717.51934
2059,124879.88277
2060,151973.501024
2061,188023.045754
2062,118916.579592
2063,93082.3223173
2064,136475.053755
2065,117441.703024
2066,190107.367787
2067,146570.749039
2068,187826.047006
2069,59678.0885857
2070,98462.8059896
2071,72731.0840772
2072,173232.895381
2073,130698.861027
2074,204452.88493
2075,149055.869775
2076,111269.426631
2077,132725.593882
2078,115543.321928
2079,141366.545015
2080,124637.7469
2081,136709.280905
2082,159228.212017
2083,152628.680148
2084,93068.1664929
2085,123170.278018
2086,156129.834141
2087,148136.873208
2088,120066.239292
2089,74969.1227604
2090,148847.430816
2091,93927.1471253
2092,133780.527555
2093,132412.144301
2094,140842.358436
2095,153009.143521
2096,79940.6780511
2097,82913.5812205
2098,156043.854623
2099,-5585.75691068
2100,86953.4710842
2101,145821.005702
2102,155410.179051
2103,95150.1137523
2104,183584.47292
2105,115325.943671
2106,46896.9593173
2107,238942.674587
2108,109474.068654
2109,109411.378192
2110,119994.150115
2111,177151.520205
2112,133434.081423
2113,123289.70618
2114,131048.916868
2115,168052.146816
2116,125001.118049
2117,151898.505326
2118,126856.697824
2119,120045.568946
2120,110075.447277
2121,77480.6604595
2122,76909.5687009
2123,89736.1982163
2124,203711.322149
2125,157703.396944
2126,179773.862304
2127,177467.006935
2128,139863.509774
2129,114664.245647
2130,146659.383923
2131,190960.243631
2132,123681.021219
2133,148739.180419
2134,117513.116485
2135,99637.3402298
2136,42881.4060927
2137,123084.898225
2138,132570.021382
2139,163120.548068
2140,127340.177962
2141,150372.71578
2142,121865.719572
2143,148632.506772
2144,126793.727661
2145,123150.122096
2146,155853.81987
2147,168852.197786
2148,147722.602432
2149,139344.742592
2150,213513.244951
2151,134693.497369
2152,149018.597213
2153,151865.376047
2154,92200.7757518
2155,146415.901934
2156,255239.396814
2157,230412.398091
2158,237094.681301
2159,231225.427848
2160,190037.110936
2161,272799.601216
2162,351625.53229
2163,306443.001264
2164,254389.344913
2165,187455.882885
2166,144346.476854
2167,214080.808715
2168,193628.664951
2169,205988.746532
2170,220297.596793
2171,145528.970892
2172,141140.300594
2173,169163.657635
2174,249912.643389
2175,295895.0329
2176,281933.020639
2177,255297.609088
2178,235183.012033
2179,155417.710468
2180,245605.353605
2181,220076.856119
2182,247321.135607
2183,215956.722208
2184,122807.619391
2185,129358.674675
2186,165893.15137
2187,164790.6841
2188,171487.198364
2189,299334.653644
2190,60867.4776084
2191,60867.4776084
2192,54489.925638
2193,93656.3118395
2194,95290.8710632
2195,81265.0429039
2196,93282.9528711
2197,109640.503699
2198,164473.740141
2199,175224.650361
2200,124879.296349
2201,147105.934775
2202,185166.096832
2203,158557.593915
2204,159473.359071
2205,117924.674526
2206,133982.230086
2207,218077.892207
2208,228338.267025
2209,191447.000891
2210,141852.704689
2211,126680.021837
2212,135705.416007
2213,89360.6339333
2214,144303.250463
2215,101893.656993
2216,156215.921706
2217,7121.25516517
2218,73168.9262077
2219,76802.1171304
2220,54351.5358829
