Id,SalePrice
1461,110015.636991
1462,159229.537536
1463,170076.403869
1464,189328.814277
1465,220733.917154
1466,183742.683784
1467,176889.025423
1468,177277.694706
1469,210798.824675
1470,103482.791457
1471,210638.317891
1472,121475.106758
1473,109234.330894
1474,166269.200155
1475,147538.344396
1476,329604.636606
1477,269056.387641
1478,297304.798228
1479,287671.99109
1480,384084.03598
1481,302285.536968
1482,236017.424773
1483,191389.212557
1484,197424.077557
1485,188078.8638
1486,215824.283086
1487,312028.831455
1488,270577.648707
1489,206938.247422
1490,204149.021308
1491,212821.482992
1492,98403.1603216
1493,191525.868419
1494,289158.505568
1495,286239.9176
1496,225112.674071
1497,212677.813987
1498,180896.415261
1499,181177.38896
1500,163330.110017
1501,179087.163288
1502,172436.726213
1503,269390.317906
1504,245017.17327
1505,225079.95573
1506,213477.770161
1507,244537.807001
1508,198227.395676
1509,179134.135347
1510,150089.915279
1511,148391.095152
1512,166560.786283
1513,175166.529225
1514,164346.668118
1515,216827.414613
1516,158338.479076
1517,157830.005863
1518,170920.491275
1519,227151.653185
1520,124832.529561
1521,129970.245907
1522,187500.696538
1523,101695.585842
1524,109978.149836
1525,108239.10706
1526,110720.156005
1527,99228.5560309
1528,146933.92337
1529,142100.546515
1530,187335.0329
1531,114717.882098
1532,78823.5809514
1533,155111.971044
1534,144835.784689
1535,155756.438774
1536,116515.290003
1537,47577.4687656
1538,187967.100093
1539,220690.565186
1540,138083.298023
1541,164912.997783
1542,152640.636427
1543,213197.174112
1544,60363.9365086
1545,117694.262296
1546,140238.493178
1547,124281.247028
1548,140839.729457
1549,115175.709056
1550,134392.898827
1551,126611.786529
1552,138862.622086
1553,139499.914064
1554,135542.52732
1555,158052.029332
1556,99279.1948258
1557,109061.278474
1558,107241.967277
1559,98500.9613014
1560,134423.0842
1561,143627.921967
1562,120406.568033
1563,105874.861341
1564,167751.953613
1565,145257.582898
1566,223012.896963
1567,73283.9043122
1568,207827.628368
1569,102600.644377
1570,138849.230375
1571,119408.238706
1572,136912.406223
1573,236576.226363
1574,146213.101441
1575,217050.830661
1576,228112.219982
1577,207892.91441
1578,147337.942728
1579,143311.615915
1580,212880.001235
1581,132374.567038
1582,124032.466603
1583,300862.651878
1584,239189.838606
1585,157499.372773
1586,41107.7393269
1587,98811.8228022
1588,134407.123567
1589,99714.5032743
1590,148104.601666
1591,73450.938994
1592,127545.660465
1593,125650.084576
1594,130645.880737
1595,117032.076287
1596,224448.018681
1597,189004.520334
1598,202862.78553
1599,205625.670989
1600,212169.633599
1601,5681.18515885
1602,125057.762999
1603,66039.5363464
1604,256490.003253
1605,264051.747045
1606,172496.34626
1607,230928.304129
1608,229258.420571
1609,205888.276359
1610,153129.919135
1611,152872.754809
1612,182563.322838
1613,173279.217113
1614,115403.166324
1615,73181.9864882
1616,73181.9864882
1617,89674.2134917
1618,118781.662359
